PosV3,WT_1,WT_2,WT_3,Drho_1,Drho_2,Drho_3,brown,brown,brown,white
22378,7.3963,6.901,7.3767,6.3363,6.4428,6.7306,2.3219,3.3219,0,1
22407,7.2765,6.8712,7.2778,5.97,6.3994,6.6651,2.3219,3.3219,0,1
22424,5.7131,6.8018,6.7196,5.5324,3.4589,5.0351,2.3219,3.3219,0,1
22444,2.0608,2.6541,2.8525,2.0402,2.3446,2.3574,2.3219,3.3219,0,1
22471,2.0411,2.6217,2.8153,1.9938,2.2607,2.319,2.3219,3.3219,0,1
22495,2.0141,2.4984,2.6946,1.9407,1.8897,2.0258,2.3219,3.3219,0,1
22517,1.8367,1.6584,1.8934,1.7288,1.7493,1.682,2.3219,3.3219,0,1
22539,1.4893,1.1755,1.8132,1.5577,1.6867,1.5856,2.3219,3.3219,0,1
22561,1.4067,1.1011,1.7931,1.3158,1.5806,1.4754,2.3219,3.3219,0,1
22581,1.3446,1.0858,1.7887,1.0798,1.4932,1.1971,2.3219,3.3219,0,1
22604,1.0167,1.0529,1.5301,0.8742,1.2528,1.0635,2.3219,3.3219,0,1
22622,0.9318,0.8744,1.4242,0.5352,1.1687,0.914,2.3219,3.3219,0,1
22644,0.6051,0.6782,1.0882,0.4773,0.7403,0.6071,2.3219,3.3219,0,1
22664,0.5193,0.6421,0.7774,0.389,0.1571,0.448,2.3219,3.3219,0,1
22683,0.5009,0.641,0.781,0.3454,0.1361,0.383,2.3219,3.3219,0,1
22705,0.4829,0.6419,0.7779,0.3112,0.1307,0.3778,2.3219,3.3219,0,1
22737,0.4728,0.6449,0.7434,0.2857,0.1334,0.3457,2.3219,3.3219,0,1
22759,0.4549,0.644,0.7183,0.2793,0.1402,0.3338,2.3219,3.3219,0,1
22776,0.4491,0.6397,0.6934,0.2781,0.1752,0.3231,2.3219,3.3219,0,1
22803,0.4481,0.6394,0.6962,0.2959,0.285,0.3202,2.3219,3.3219,0,1
22825,0.4402,0.6387,0.6893,0.2941,0.3057,0.3047,2.3219,3.3219,0,1
22846,0.4307,0.6361,0.68,0.2951,0.3122,0.2975,2.3219,3.3219,0,1
22869,0.4215,0.6313,0.6724,0.2993,0.3124,0.3062,2.3219,3.3219,0,1
22887,0.4221,0.6275,0.6634,0.2978,0.3127,0.3026,2.3219,3.3219,0,1
22906,0.4301,0.631,0.66,0.2975,0.3153,0.2952,2.3219,3.3219,0,1
22933,0.4356,0.6403,0.66,0.2922,0.3059,0.311,2.3219,3.3219,0,1
22956,0.446,0.6448,0.657,0.2822,0.2976,0.3673,2.3219,3.3219,0,1
22978,0.454,0.6491,0.6703,0.2854,0.3004,0.4017,2.3219,3.3219,0,1
23001,0.457,0.6501,0.6762,0.2795,0.2872,0.4067,2.3219,3.3219,0,1
23023,0.4487,0.6403,0.6633,0.2742,0.2845,0.3923,2.3219,3.3219,0,1
23044,0.4398,0.6307,0.6581,0.264,0.2723,0.3822,2.3219,3.3219,0,1
23066,0.4216,0.6106,0.6266,0.225,0.2442,0.3444,2.3219,3.3219,0,1
23089,0.3853,0.5962,0.594,0.1712,0.1503,0.3269,2.3219,3.3219,0,1
23111,0.3104,0.5529,0.5385,0.1549,0.0815,0.2459,2.3219,3.3219,0,1
23132,0.289,0.4923,0.4946,0.0954,0.0327,0.0849,2.3219,3.3219,0,1
23152,0.2657,0.2845,0.3774,0.0413,0.0204,-0.022,2.3219,3.3219,0,1
23172,0.1749,0.0685,0.1188,-0.0269,-0.0347,-0.1016,2.3219,3.3219,0,1
23190,0.1579,0.0239,0.1052,-0.0433,-0.0747,-0.1246,2.3219,3.3219,0,1
23221,0.1426,-0.0027,0.1115,-0.0873,-0.1713,-0.1954,2.3219,3.3219,0,1
23239,0.0981,-0.0048,0.1096,-0.0929,-0.2258,-0.2313,2.3219,3.3219,0,1
23257,0.0908,8e-04,0.1083,-0.082,-0.2244,-0.2357,2.3219,3.3219,0,1
23278,0.0846,0.0065,0.1147,-0.0705,-0.2314,-0.22,2.3219,3.3219,0,1
23308,0.0763,0.0075,0.1226,-0.0756,-0.2486,-0.2154,2.3219,3.3219,0,1
23322,0.0467,0.0091,0.1275,-0.0732,-0.3004,-0.2243,2.3219,3.3219,0,1
23343,0.0277,0.0187,0.132,-0.0692,-0.3167,-0.2197,2.3219,3.3219,0,1
23369,0.0124,0.0347,0.1365,-0.0823,-0.3556,-0.241,2.3219,3.3219,0,1
23393,0.0201,0.0558,0.1329,-0.0986,-0.3678,-0.2497,2.3219,3.3219,0,1
23417,0.0162,0.059,0.1356,-0.1026,-0.3681,-0.2473,2.3219,3.3219,0,1
23440,0.0257,0.0641,0.1505,-0.1047,-0.3677,-0.2453,2.3219,3.3219,0,1
23463,0.0378,0.0713,0.1496,-0.0925,-0.3797,-0.2404,2.3219,3.3219,0,1
23485,0.0374,0.0767,0.1472,-0.0716,-0.374,-0.2137,2.3219,3.3219,0,1
23507,0.0381,0.0758,0.1492,-0.0733,-0.3803,-0.2028,2.3219,3.3219,0,1
23529,0.036,0.0747,0.1481,-0.073,-0.4011,-0.206,2.3219,3.3219,0,1
23551,0.0341,0.0777,0.1531,-0.0649,-0.4303,-0.2018,2.3219,3.3219,0,1
23572,0.0339,0.0848,0.1492,-0.0311,-0.4391,-0.1787,2.3219,3.3219,0,1
23592,0.0344,0.1095,0.1505,-0.0088,-0.4446,-0.1494,2.3219,3.3219,0,1
23617,0.034,0.1348,0.1592,0.043,-0.4554,-0.0973,2.3219,3.3219,0,1
23639,0.0299,0.1602,0.1686,0.0505,-0.4713,-0.0679,2.3219,3.3219,0,1
23661,0.0363,0.1833,0.1928,0.0996,-0.4682,-0.0258,2.3219,3.3219,0,1
23680,0.0556,0.206,0.2144,0.1478,-0.3614,0.036,2.3219,3.3219,0,1
23699,0.0985,0.2484,0.2801,0.422,-0.1664,0.3088,2.3219,3.3219,0,1
23720,0.3786,0.2806,0.2892,0.507,-0.0787,0.3669,2.3219,3.3219,0,1
23744,0.4568,0.2877,0.2892,0.5953,-0.0223,0.4149,2.3219,3.3219,0,1
23770,0.4733,0.3144,0.2934,0.5976,0.0454,0.4264,2.3219,3.3219,0,1
23792,0.5106,0.406,0.3283,0.6379,0.3549,0.4627,2.3219,3.3219,0,1
23812,0.5895,0.5074,0.7631,0.7194,0.5164,0.5297,2.3219,3.3219,0,1
23831,0.6239,0.5297,0.9414,0.7609,0.5698,1.1162,2.3219,3.3219,0,1
23851,0.6286,0.515,0.8657,0.728,0.5717,1.0663,2.3219,3.3219,0,1
23881,0.5461,0.4779,0.6392,0.5171,0.5748,0.7502,2.3219,3.3219,0,1
23898,0.4513,0.3161,0.5278,0.4531,0.5924,0.676,2.3219,3.3219,0,1
23919,0.3938,0.2756,0.4961,0.4441,0.6137,0.6864,2.3219,3.3219,0,1
23942,0.2976,0.2512,0.4446,0.4059,0.6035,0.5961,2.3219,3.3219,0,1
23969,0.2644,0.2171,0.3747,0.3703,0.5972,0.4948,2.3219,3.3219,0,1
23988,0.2237,0.2029,0.3148,0.3515,0.5776,0.4684,2.3219,3.3219,0,1
24004,0.2138,0.1931,0.3081,0.3578,0.5824,0.467,2.3219,3.3219,0,1
24025,0.2077,0.1942,0.3131,0.3846,0.6016,0.4994,2.3219,3.3219,0,1
24051,0.2047,0.2021,0.3131,0.3786,0.5993,0.4979,2.3219,3.3219,0,1
24074,0.2,0.1913,0.3078,0.3559,0.5969,0.4776,2.3219,3.3219,0,1
24097,0.1912,0.1256,0.2915,0.3261,0.5716,0.4383,2.3219,3.3219,0,1
24118,0.1961,0.0983,0.2654,0.3033,0.555,0.408,2.3219,3.3219,0,1
24137,0.2062,0.087,0.2674,0.3077,0.5564,0.4137,2.3219,3.3219,0,1
24158,0.2125,0.0764,0.2766,0.312,0.5589,0.4262,2.3219,3.3219,0,1
24183,0.226,0.0678,0.2915,0.313,0.5751,0.4317,2.3219,3.3219,0,1
24204,0.2268,0.0588,0.2965,0.3034,0.578,0.4332,2.3219,3.3219,0,1
24228,0.231,0.0637,0.3066,0.3358,0.6041,0.4628,2.3219,3.3219,0,1
24248,0.2271,0.0698,0.3046,0.3229,0.5993,0.4687,2.3219,3.3219,0,1
24270,0.227,0.0908,0.3109,0.33,0.5984,0.4712,2.3219,3.3219,0,1
24289,0.2199,0.0899,0.3003,0.3301,0.5897,0.4674,2.3219,3.3219,0,1
24311,0.2154,0.0999,0.2845,0.338,0.5818,0.4636,2.3219,3.3219,0,1
24336,0.215,0.1064,0.2709,0.339,0.5757,0.466,2.3219,3.3219,0,1
24358,0.2158,0.11,0.2716,0.352,0.609,0.4759,2.3219,3.3219,0,1
24377,0.2175,0.0992,0.286,0.3516,0.6038,0.4744,2.3219,3.3219,0,1
24400,0.2108,0.0727,0.2684,0.3388,0.5785,0.4551,2.3219,3.3219,0,1
24428,0.1933,0.046,0.2103,0.2952,0.5496,0.4025,2.3219,3.3219,0,1
24446,0.138,-0.0852,0.1223,0.2336,0.4914,0.3574,2.3219,3.3219,0,1
24470,0.0879,-0.1415,0.0549,0.103,0.4041,0.2938,2.3219,3.3219,0,1
24489,0.0659,-0.1553,0.0429,0.0834,0.3774,0.2832,2.3219,3.3219,0,1
24512,0.0465,-0.1615,0.0461,0.0685,0.3439,0.2893,2.3219,3.3219,0,1
24540,0.0305,-0.1652,0.0487,-0.0462,0.2087,0.0772,2.3219,3.3219,0,1
24563,0.0394,-0.1243,0.058,-0.0578,0.1843,0.057,2.3219,3.3219,0,1
24584,0.067,-0.0473,0.1267,-0.0508,0.1797,0.0742,2.3219,3.3219,0,1
24600,0.0943,-6e-04,0.1506,-0.0367,0.1801,0.0947,2.3219,3.3219,0,1
24619,0.0981,0.0059,0.1485,-0.04,0.173,0.088,2.3219,3.3219,0,1
24651,0.0989,-0.0013,0.1323,-0.0512,0.1596,0.0598,2.3219,3.3219,0,1
24673,0.0967,-0.0289,0.1166,-0.0687,0.0874,0.0475,2.3219,3.3219,0,1
24695,0.0987,-0.0357,0.1066,-0.0635,0.0649,0.0388,2.3219,3.3219,0,1
24711,0.0929,-0.0398,0.1021,-0.062,0.0604,0.045,2.3219,3.3219,0,1
24730,0.0938,-0.0427,0.0991,-0.0547,0.0692,0.0578,2.3219,3.3219,0,1
24753,0.0837,-0.0464,0.0924,-0.0454,0.0708,0.0675,2.3219,3.3219,0,1
24773,0.0578,-0.0577,0.0772,-0.0525,0.0371,0.0421,2.3219,3.3219,0,1
24796,0.0517,-0.0591,0.075,-0.0417,0.0544,0.0358,2.3219,3.3219,0,1
24820,0.041,-0.0659,0.0746,-0.0394,0.0499,0.0291,2.3219,3.3219,0,1
24844,0.0382,-0.0758,0.0698,-0.0325,0.0518,0.0043,2.3219,3.3219,0,1
24870,0.0364,-0.0802,0.068,-0.0315,0.0492,-0.019,2.3219,3.3219,0,1
24890,0.0385,-0.0828,0.0712,-0.0257,0.0635,-0.0439,2.3219,3.3219,0,1
24911,0.0193,-0.0896,0.0716,-0.0479,0.0472,-0.0723,2.3219,3.3219,0,1
24927,0.0096,-0.0996,0.0703,-0.0856,0.0391,-0.1559,2.3219,3.3219,0,1
24949,0.0083,-0.1065,0.063,-0.0989,0.0421,-0.1785,2.3219,3.3219,0,1
24971,0.0059,-0.1093,0.0518,-0.1312,0.0283,-0.1957,2.3219,3.3219,0,1
24994,9e-04,-0.1053,0.046,-0.1629,0.0275,-0.2401,2.3219,3.3219,0,1
25018,-0.003,-0.1072,0.0299,-0.1495,0.0353,-0.2625,2.3219,3.3219,0,1
25038,-0.0058,-0.1305,0.0283,-0.1392,0.0415,-0.2499,2.3219,3.3219,0,1
25060,0.0055,-0.1115,0.0369,-0.0707,0.0726,-0.1573,2.3219,3.3219,0,1
25088,0.0166,-0.0693,0.0571,-0.0106,0.1097,0.0152,2.3219,3.3219,0,1
25109,0.025,-0.0176,0.0511,-0.0069,0.1331,0.0718,2.3219,3.3219,0,1
25135,0.0425,-0.0015,0.0591,-0.0068,0.1576,0.1178,2.3219,3.3219,0,1
25156,0.0481,0.0084,0.0658,0.0032,0.2182,0.1604,2.3219,3.3219,0,1
25179,0.042,-0.0035,0.066,0.0082,0.2223,0.1531,2.3219,3.3219,0,1
25200,0.039,-0.0253,0.0645,0.0019,0.2188,0.1562,2.3219,3.3219,0,1
25223,0.0316,-0.0403,0.0528,-0.0028,0.2068,0.1403,2.3219,3.3219,0,1
25244,0.0247,-0.0514,0.042,-0.0112,0.1907,0.1375,2.3219,3.3219,0,1
25262,0.0177,-0.0548,0.0397,-0.0122,0.2031,0.1294,2.3219,3.3219,0,1
25284,0.0114,-0.0546,0.0274,-0.0233,0.2146,0.1091,2.3219,3.3219,0,1
25308,0.0082,-0.0478,0.0301,-0.0269,0.2235,0.1125,2.3219,3.3219,0,1
25328,0.0021,-0.0419,0.0343,-0.0439,0.1975,0.0803,2.3219,3.3219,0,1
25354,0.0033,-0.0351,0.0362,-0.0586,0.1389,0.0441,2.3219,3.3219,0,1
25372,0.0013,-0.0422,0.0279,-0.0683,0.0742,0.0066,2.3219,3.3219,0,1
25399,0.0065,-0.0432,0.0222,-0.0704,0.065,-0.0247,2.3219,3.3219,0,1
25421,0.0427,-0.0355,0.0321,-0.0709,0.0452,-0.0464,2.3219,3.3219,0,1
25442,0.0751,-0.0097,0.0726,-0.0677,0.0282,-0.0451,2.3219,3.3219,0,1
25462,0.0894,0.0014,0.082,-0.0855,0.0107,-0.0355,2.3219,3.3219,0,1
25486,0.0992,0.0148,0.0927,-0.1101,-0.0587,-0.0361,2.3219,3.3219,0,1
25509,0.1027,0.0555,0.0933,-0.1312,-0.0993,-0.0365,2.3219,3.3219,0,1
25530,0.1169,0.1711,0.1335,-0.0767,-0.1038,-0.0232,2.3219,3.3219,0,1
25553,0.1358,0.1796,0.1428,-0.0684,-0.1003,-0.0176,2.3219,3.3219,0,1
25574,0.1435,0.1833,0.1469,-0.0551,-0.096,-0.0021,2.3219,3.3219,0,1
25597,0.153,0.1978,0.1781,-0.0409,-0.0833,0.0424,2.3219,3.3219,0,1
25615,0.1565,0.2087,0.2266,-0.0456,-0.0595,0.0283,2.3219,3.3219,0,1
25640,0.1627,0.2257,0.298,-0.0534,-0.0582,0.0361,2.3219,3.3219,0,1
25663,0.1676,0.2441,0.3375,0.0059,-9e-04,0.0517,2.3219,3.3219,0,1
25685,3.4954,3.0792,3.4772,2.3918,2.572,2.6728,2.3219,3.3219,0,1
25706,3.495,3.1855,3.6109,2.5457,2.6158,2.7309,2.3219,3.3219,0,1
25729,3.4453,3.1829,3.6126,2.5404,2.624,2.6924,2.3219,3.3219,0,1
25751,3.4358,3.1861,3.6218,2.5381,2.6363,2.6787,2.3219,3.3219,0,1
25766,3.4394,3.2044,3.7076,2.5699,2.6721,2.7104,2.3219,3.3219,0,1
25795,3.4363,3.2253,3.7611,2.6059,2.6854,2.7431,2.3219,3.3219,0,1
25817,3.4367,3.2453,3.7855,2.6211,2.7017,2.7645,2.3219,3.3219,0,1
25838,3.4408,3.2684,3.8133,2.6822,2.7369,2.8023,2.3219,3.3219,0,1
25861,3.4357,3.2836,3.8563,2.7837,2.7723,2.836,2.3219,3.3219,0,1
25883,3.4314,3.2935,3.877,2.801,2.7837,2.8366,2.3219,3.3219,0,1
25904,3.4435,3.3009,3.9685,2.8261,2.8267,2.8983,2.3219,3.3219,0,1
25918,3.4254,3.2857,3.9709,2.8216,2.8602,2.9159,2.3219,3.3219,0,1
25942,3.3727,3.2658,3.9439,2.8114,2.8587,2.9106,2.3219,3.3219,0,1
25970,3.1852,3.1758,3.7177,2.5984,2.8062,2.7408,2.3219,3.3219,0,1
25986,3.1579,3.1226,3.6728,2.558,2.804,2.7057,2.3219,3.3219,0,1
26010,3.1122,3.0758,3.6413,2.4967,2.7812,2.6635,2.3219,3.3219,0,1
26028,3.0111,2.9543,3.6303,2.437,2.7591,2.6239,2.3219,3.3219,0,1
26049,2.9988,2.9102,3.6241,2.427,2.7451,2.5846,2.3219,3.3219,0,1
26072,2.9705,2.8534,3.6094,2.3761,2.7049,2.5071,2.3219,3.3219,0,1
26093,2.8865,2.6716,3.3824,2.1588,2.6132,2.3418,2.3219,3.3219,0,1
26115,2.87,2.6477,3.3542,2.1275,2.585,2.2377,2.3219,3.3219,0,1
26140,2.8079,2.6338,3.3132,2.1014,2.5416,2.1379,2.3219,3.3219,0,1
26160,2.7899,2.634,3.309,2.0968,2.5309,2.1327,2.3219,3.3219,0,1
26181,2.7702,2.6257,3.2975,2.0851,2.5245,2.1248,2.3219,3.3219,0,1
26208,2.754,2.6188,3.2898,2.1025,2.532,2.1362,2.3219,3.3219,0,1
26225,2.7542,2.6198,3.3044,2.1863,2.6094,2.225,2.3219,3.3219,0,1
26248,2.757,2.6607,3.4483,2.3061,2.6918,2.4629,2.3219,3.3219,0,1
26271,2.7613,2.6689,3.4563,2.2983,2.7041,2.4986,2.3219,3.3219,0,1
26299,2.7692,2.6699,3.4502,2.2825,2.6959,2.4925,2.3219,3.3219,0,1
26322,2.7986,2.6687,3.4494,2.2622,2.7046,2.4904,2.3219,3.3219,0,1
26339,2.7873,2.6425,3.4026,2.2287,2.6915,2.4682,2.3219,3.3219,0,1
26366,2.5087,2.4904,2.2877,1.9131,1.2843,2.2569,2.3219,3.3219,0,1
26389,2.4845,2.4503,2.1864,1.1747,0.9933,1.8311,2.3219,3.3219,0,1
26410,3.7815,4.749,5.2582,3.6382,3.839,3.3669,2.3219,3.3219,0,1
26426,6.067,4.9369,5.5545,5.2641,4.3843,4.6686,2.3219,3.3219,0,1
26446,7.8773,7.1435,7.8627,6.6337,6.6651,6.6255,2.3219,3.3219,0,1
26467,7.8526,7.1269,7.84,6.6355,6.6362,6.5997,2.3219,3.3219,0,1
26490,7.8522,7.1347,7.8197,6.6224,6.6189,6.586,2.3219,3.3219,0,1
26517,7.8436,7.1535,7.7368,6.6068,6.615,6.5719,2.3219,3.3219,0,1
26534,7.8482,7.1571,7.72,6.6072,6.6359,6.584,2.3219,3.3219,0,1
26555,7.8606,7.1743,7.7163,6.6106,6.6457,6.5914,2.3219,3.3219,0,1
26581,7.8846,7.2478,7.7367,6.616,6.6641,6.5893,2.3219,3.3219,0,1
26599,7.8863,7.2665,7.7266,6.6138,6.6728,6.5809,2.3219,3.3219,0,1
26625,7.8828,7.2978,7.7052,6.613,6.668,6.5435,2.3219,3.3219,0,1
26645,7.8687,7.3057,7.7104,6.6082,6.6593,6.5053,2.3219,3.3219,0,1
26674,7.8606,7.3241,7.7792,6.5984,6.6537,6.4814,2.3219,3.3219,0,1
26697,7.8322,7.325,7.8122,6.588,6.6041,6.4556,2.3219,3.3219,0,1
26719,3.1593,3.1796,3.5938,1.9507,1.9913,2.2031,2.3219,3.3219,0,1
26741,3.2133,3.1875,3.5982,1.961,2.0794,2.2229,2.3219,3.3219,0,1
26762,3.2417,3.1813,3.62,1.973,2.1743,2.2384,2.3219,3.3219,0,1
26780,3.2567,3.1904,3.6627,1.9715,2.2124,2.2295,2.3219,3.3219,0,1
26806,6.1217,5.4714,6.1686,4.8138,5.1509,5.121,2.3219,3.3219,0,1
26822,6.1197,5.5138,6.236,4.8716,5.1971,5.1858,2.3219,3.3219,0,1
26846,6.0934,5.5118,6.2174,4.834,5.1572,5.1582,2.3219,3.3219,0,1
26863,6.0646,5.4906,6.1764,4.8007,5.1533,5.1428,2.3219,3.3219,0,1
26888,6.0019,5.4226,5.9069,4.4886,5.0272,4.3483,2.3219,3.3219,0,1
26914,5.8614,5.3645,5.7792,4.3276,4.6586,4.3394,2.3219,3.3219,0,1
26934,5.7309,5.3108,5.6052,4.2527,4.5396,4.345,2.3219,3.3219,0,1
26951,5.6728,5.2694,5.5882,4.2514,4.5246,4.3553,2.3219,3.3219,0,1
26978,5.6466,5.2755,5.5821,4.252,4.5803,4.3582,2.3219,3.3219,0,1
26999,5.6515,5.2851,5.6003,4.2824,4.599,4.3733,2.3219,3.3219,0,1
27018,5.6645,5.2861,5.6306,4.3144,4.6149,4.3752,2.3219,3.3219,0,1
27039,5.7148,5.2968,5.6607,4.3569,4.6312,4.3822,2.3219,3.3219,0,1
27064,5.7383,5.3051,5.6824,4.3927,4.6591,4.3842,2.3219,3.3219,0,1
27088,5.7315,5.3077,5.6958,4.3868,4.6751,4.4203,2.3219,3.3219,0,1
27110,5.7261,5.3107,5.7139,4.396,4.7041,4.4819,2.3219,3.3219,0,1
27131,5.7258,5.3188,5.7255,4.3993,4.7185,4.5146,2.3219,3.3219,0,1
27154,5.7194,5.3171,5.723,4.3986,4.7275,4.5375,2.3219,3.3219,0,1
27181,5.7056,5.3082,5.719,4.3835,4.7225,4.5375,2.3219,3.3219,0,1
27203,5.6879,5.2581,5.6377,4.304,4.7041,4.5009,2.3219,3.3219,0,1
27224,5.6943,5.2333,5.6319,4.3033,4.7093,4.5091,2.3219,3.3219,0,1
27247,5.6949,5.2185,5.6314,4.2994,4.7108,4.5159,2.3219,3.3219,0,1
27266,5.6848,5.154,5.6344,4.2808,4.6964,4.5122,2.3219,3.3219,0,1
27291,5.6393,5.0061,5.5917,4.2522,4.5637,4.4424,2.3219,3.3219,0,1
27313,5.5727,4.8985,5.5535,4.1997,4.5137,4.328,2.3219,3.3219,0,1
27335,5.3968,4.7613,5.4231,4.1321,4.3941,4.0789,2.3219,3.3219,0,1
27351,5.3159,4.7066,5.39,4.0993,4.3579,4.0472,2.3219,3.3219,0,1
27372,5.3067,4.7072,5.3846,4.0973,4.3785,4.0541,2.3219,3.3219,0,1
27394,5.2944,4.6945,5.371,4.06,4.4095,4.0423,2.3219,3.3219,0,1
27414,5.2884,4.6997,5.3906,4.0614,4.4823,4.0808,2.3219,3.3219,0,1
27435,5.2769,4.7003,5.3924,4.0525,4.4946,4.1186,2.3219,3.3219,0,1
27457,5.2621,4.6912,5.3864,4.0505,4.4858,4.1246,2.3219,3.3219,0,1
27481,5.2402,4.6545,5.3369,4.0105,4.3799,4.0942,2.3219,3.3219,0,1
27501,5.2313,4.6386,5.3262,3.9805,4.3596,4.0725,2.3219,3.3219,0,1
27533,5.2077,4.6427,5.303,3.9643,4.2951,4.0312,2.3219,3.3219,0,1
27552,5.2074,4.6583,5.3002,3.9712,4.2628,4.0327,2.3219,3.3219,0,1
27574,5.1948,4.6659,5.2936,3.9687,4.2357,4.0245,2.3219,3.3219,0,1
27596,5.1624,4.6656,5.2798,3.9664,4.2088,4.0168,2.3219,3.3219,0,1
27618,5.1287,4.6563,5.2694,3.95,4.2026,3.9889,2.3219,3.3219,0,1
27643,5.107,4.6397,5.2452,3.9243,4.1802,3.9474,2.3219,3.3219,0,1
27664,5.1013,4.63,5.2415,3.9202,4.1864,3.97,2.3219,3.3219,0,1
27686,5.0936,4.6053,5.2353,3.9215,4.2065,3.9923,2.3219,3.3219,0,1
27699,5.0927,4.5927,5.2772,3.9312,4.2634,4.0384,2.3219,3.3219,0,1
27727,5.1286,4.5984,5.2964,3.9501,4.3325,4.0678,2.3219,3.3219,0,1
27750,5.1393,4.5935,5.3037,3.9673,4.358,4.0785,2.3219,3.3219,0,1
27765,5.154,4.5846,5.3304,3.9758,4.3763,4.0843,2.3219,3.3219,0,1
27794,5.2156,4.5964,5.3619,3.9924,4.4001,4.1014,2.3219,3.3219,0,1
27819,5.2418,4.6002,5.3698,4.0034,4.4115,4.0969,2.3219,3.3219,0,1
27836,5.2906,4.6054,5.4099,4.0302,4.4451,4.1053,2.3219,3.3219,0,1
27854,5.3094,4.6022,5.4159,4.0149,4.4545,4.1105,2.3219,3.3219,0,1
27880,5.3133,4.5946,5.4073,3.9981,4.4675,4.0808,2.3219,3.3219,0,1
27898,5.3141,4.5718,5.3915,3.9632,4.4684,4.0648,2.3219,3.3219,0,1
27922,5.3286,4.5747,5.4015,3.9805,4.4867,4.0844,2.3219,3.3219,0,1
27946,5.3583,4.5791,5.4515,4.0821,4.5211,4.1689,2.3219,3.3219,0,1
27964,5.3728,4.5759,5.4797,4.099,4.5414,4.1841,2.3219,3.3219,0,1
27985,5.3983,4.5645,5.5035,4.1256,4.5491,4.1967,2.3219,3.3219,0,1
28007,5.4172,4.5716,5.5049,4.136,4.5362,4.2088,2.3219,3.3219,0,1
28029,5.4292,4.5893,5.5121,4.134,4.5488,4.221,2.3219,3.3219,0,1
28051,5.434,4.589,5.501,4.1303,4.5479,4.2226,2.3219,3.3219,0,1
28077,5.4363,4.6157,5.5033,4.1335,4.5414,4.2278,2.3219,3.3219,0,1
28100,5.4373,4.7416,5.5039,4.1243,4.5286,4.2274,2.3219,3.3219,0,1
28117,5.4389,4.8311,5.5075,4.1244,4.5239,4.2455,2.3219,3.3219,0,1
28141,5.4398,4.8499,5.4888,4.1142,4.503,4.239,2.3219,3.3219,0,1
28166,5.4304,4.8493,5.4782,4.1027,4.4681,4.2269,2.3219,3.3219,0,1
28186,5.4302,4.8676,5.4717,4.0938,4.4295,4.2168,2.3219,3.3219,0,1
28205,5.4307,4.9086,5.4722,4.0942,4.4428,4.214,2.3219,3.3219,0,1
28228,5.4265,4.973,5.4878,4.1058,4.4695,4.2278,2.3219,3.3219,0,1
28259,5.4223,5.046,5.4907,4.0963,4.4794,4.2323,2.3219,3.3219,0,1
28278,5.4273,5.1187,5.5727,4.1121,4.5245,4.2488,2.3219,3.3219,0,1
28299,5.4348,5.134,5.5763,4.1167,4.5615,4.2686,2.3219,3.3219,0,1
28322,5.4249,5.1183,5.5268,4.1036,4.5816,4.256,2.3219,3.3219,0,1
28340,5.502,5.1756,5.5369,4.0962,4.6229,4.2715,2.3219,3.3219,0,1
28369,5.8987,5.9298,5.9241,4.8304,5.1006,4.4304,2.3219,3.3219,0,1
28391,6.4209,6.4039,6.6573,5.5349,5.5141,5.8555,2.3219,3.3219,0,1
28413,6.8881,6.5254,6.6924,5.7206,5.8451,6.0476,2.3219,3.3219,0,1
28426,6.9319,6.556,6.7057,5.7553,6.0391,6.0659,2.3219,3.3219,0,1
28447,6.9364,6.5975,6.7422,5.7894,6.1029,6.0824,2.3219,3.3219,0,1
28478,6.9323,6.6398,6.7446,5.8337,6.1291,6.0886,2.3219,3.3219,0,1
28501,6.9318,6.6819,6.8555,5.9708,6.1923,6.1866,2.3219,3.3219,0,1
28523,6.949,6.7097,6.8863,6.0182,6.2917,6.2386,2.3219,3.3219,0,1
28542,7.059,6.753,7.1958,6.1198,6.4171,6.3171,2.3219,3.3219,0,1
28564,7.0872,6.7623,7.2867,6.1234,6.4356,6.3226,2.3219,3.3219,0,1
28583,7.0863,6.7667,7.2976,6.1151,6.4311,6.3335,2.3219,3.3219,0,1
28603,7.084,6.7793,7.3152,6.1229,6.4286,6.3317,2.3219,3.3219,0,1
28624,7.0558,6.7742,7.2977,6.1159,6.4148,6.3188,2.3219,3.3219,0,1
28648,7.0685,6.7805,7.3097,6.154,6.4289,6.3555,2.3219,3.3219,0,1
28673,7.0661,6.7702,7.2967,6.1373,6.4087,6.3435,2.3219,3.3219,0,1
28694,7.0515,6.7712,7.274,6.1303,6.368,6.3163,2.3219,3.3219,0,1
28721,7.0253,6.7729,7.2581,6.0969,6.2495,6.2923,2.3219,3.3219,0,1
28742,7.0098,6.7728,7.2481,6.0784,6.2336,6.2713,2.3219,3.3219,0,1
28764,7.0094,6.7788,7.2547,6.0711,6.2531,6.2719,2.3219,3.3219,0,1
28782,7.0111,6.7932,7.2929,6.0702,6.2766,6.2658,2.3219,3.3219,0,1
28808,7.0227,6.8006,7.3477,6.0724,6.2966,6.2655,2.3219,3.3219,0,1
28830,7.0302,6.8065,7.3596,6.0636,6.2811,6.2393,2.3219,3.3219,0,1
28852,6.9043,6.7502,7.3142,5.9275,6.1889,6.1589,2.3219,3.3219,0,1
28875,6.3494,6.155,6.2827,5.5048,5.6504,5.645,2.3219,3.3219,0,1
