Pos,WT_1,WT_2,WT_3,Drho_1,Drho_2,Drho_3,CDS_Median,CDS_two_median,white
33998,8.7408,8.8426,8.6218,8.2927,8.1239,8.3321,10.1742,11.1742,9.98039215686275
34022,8.7238,8.8209,8.6057,8.2743,8.1087,8.3193,10.1742,11.1742,9.97916666666667
34044,8.7127,8.7957,8.5924,8.2604,8.0975,8.303,10.1742,11.1742,9.85106382978723
34064,8.7007,8.7868,8.5789,8.2384,8.0806,8.2872,10.1742,11.1742,10
34089,8.6869,8.7657,8.5566,8.2216,8.063,8.2764,10.1742,11.1742,10
34109,8.6681,8.7426,8.5452,8.2059,8.0481,8.2603,10.1742,11.1742,10
34133,8.6536,8.7236,8.5317,8.1907,8.0244,8.2404,10.1742,11.1742,10
34155,8.6363,8.711,8.5196,8.1708,8.0018,8.2255,10.1742,11.1742,10
34175,8.6269,8.6891,8.5024,8.1541,7.9853,8.2105,10.1742,11.1742,10
34197,8.6084,8.671,8.4935,8.1383,7.9687,8.1943,10.1742,11.1742,10
34219,8.5959,8.6488,8.479,8.121,7.9574,8.1785,10.1742,11.1742,10
34242,8.5802,8.6308,8.4693,8.1076,7.943,8.1656,10.1742,11.1742,10
34265,8.5601,8.6176,8.4582,8.0846,7.9292,8.1499,10.1742,11.1742,10
34282,8.5363,8.5966,8.44,8.0689,7.9101,8.1389,10.1742,11.1742,10
34305,8.5189,8.585,8.42,8.0523,7.8941,8.1211,10.1742,11.1742,10
34331,8.5024,8.5658,8.4043,8.0364,7.8771,8.1001,10.1742,11.1742,9.97777777777778
34350,8.4826,8.5433,8.3875,8.0139,7.8619,8.0753,10.1742,11.1742,9.96153846153846
34366,8.4625,8.5289,8.3679,7.9892,7.8433,8.0584,10.1742,11.1742,9.96774193548387
34397,8.4391,8.5105,8.3477,7.9715,7.8259,8.0425,10.1742,11.1742,10
34414,8.4221,8.4793,8.3285,7.9489,7.8072,8.0232,10.1742,11.1742,9.98181818181818
34441,8.4028,8.4581,8.2968,7.9303,7.7915,8.0047,10.1742,11.1742,9.97777777777778
34462,8.3862,8.441,8.2832,7.9064,7.7725,7.9862,10.1742,11.1742,9.97916666666667
34485,8.3586,8.422,8.2713,7.8885,7.7543,7.9702,10.1742,11.1742,9.97777777777778
34507,8.3348,8.4005,8.2518,7.8657,7.7403,7.9458,10.1742,11.1742,10
34529,8.3129,8.3831,8.2414,7.8494,7.7209,7.9285,10.1742,11.1742,10
34551,8.3005,8.3622,8.2251,7.8287,7.6998,7.9143,10.1742,11.1742,10
34573,8.2748,8.3353,8.1948,7.8088,7.6804,7.8896,10.1742,11.1742,10
34592,8.2536,8.3165,8.1677,7.7888,7.666,7.8711,10.1742,11.1742,10
34614,8.2266,8.2817,8.1392,7.764,7.6458,7.855,10.1742,11.1742,10
34638,8.2098,8.2504,8.1147,7.7402,7.6262,7.8364,10.1742,11.1742,10
34661,8.191,8.2174,8.0921,7.7246,7.6058,7.8212,10.1742,11.1742,10
34683,8.1679,8.1873,8.0774,7.7057,7.5852,7.8034,10.1742,11.1742,10
34704,8.1411,8.16,8.0567,7.6809,7.5646,7.7845,10.1742,11.1742,10
34724,8.1205,8.1283,8.0349,7.6618,7.5458,7.7595,10.1742,11.1742,9.82692307692308
34748,8.0848,8.1035,8.0176,7.6408,7.5341,7.7363,10.1742,11.1742,9.80434782608696
34770,8.0554,8.0753,7.9995,7.6168,7.5165,7.7127,10.1742,11.1742,10
34793,8.0298,8.0507,7.9758,7.5949,7.4984,7.6952,10.1742,11.1742,10
34815,8.0161,8.0042,7.9518,7.5652,7.4798,7.6827,10.1742,11.1742,10
34837,7.9904,7.9689,7.9265,7.5443,7.4599,7.66,10.1742,11.1742,10
34856,7.9622,7.93,7.9018,7.5221,7.4368,7.6362,10.1742,11.1742,10
34881,7.9253,7.9009,7.8718,7.5021,7.4165,7.6158,10.1742,11.1742,10
34903,7.8943,7.8679,7.8426,7.4795,7.3981,7.5945,10.1742,11.1742,10
34922,7.8627,7.8276,7.814,7.457,7.3711,7.579,10.1742,11.1742,10
34946,7.8227,7.7813,7.7958,7.4428,7.3487,7.5565,10.1742,11.1742,10
34969,7.7817,7.7427,7.7662,7.4196,7.3274,7.528,10.1742,11.1742,10
34991,7.7535,7.6964,7.7406,7.3924,7.3036,7.5064,10.1742,11.1742,10
35010,7.7248,7.6506,7.7094,7.373,7.2721,7.4873,10.1742,11.1742,10
35031,7.6878,7.6083,7.6769,7.35,7.252,7.4689,10.1742,11.1742,10
35056,7.6444,7.5754,7.6513,7.3239,7.2293,7.4439,10.1742,11.1742,9.97916666666667
35075,7.6114,7.5417,7.6169,7.2924,7.2016,7.4178,10.1742,11.1742,9.9622641509434
35094,7.562,7.4735,7.5879,7.2689,7.1754,7.3943,10.1742,11.1742,9.77586206896552
35121,7.5063,7.4278,7.5579,7.2436,7.155,7.367,10.1742,11.1742,8.2857142857143
35140,7.4673,7.3763,7.5284,7.2222,7.128,7.3474,10.1742,11.1742,1
35159,7.5135,7.3915,7.6474,7.4091,7.1781,7.4876,10.1742,11.1742,1
35180,8.1911,7.5791,8.3425,7.8025,7.2393,7.7114,10.1742,11.1742,1
35201,8.2611,8.3851,8.4587,7.8511,7.7463,7.7911,10.1742,11.1742,1
35225,8.2731,8.3663,8.4645,7.8253,7.7515,7.7268,10.1742,11.1742,1
35254,8.1846,8.3008,8.3009,7.7367,7.6729,7.6625,10.1742,11.1742,8.82978723404255
35275,8.0769,8.2104,8.1484,7.6606,7.594,7.589,10.1742,11.1742,9.97959183673469
35298,7.9828,8.1422,7.999,7.5699,7.5236,7.5106,10.1742,11.1742,9.97872340425532
35320,7.8628,8.0733,7.8166,7.4954,7.4483,7.4436,10.1742,11.1742,9.97872340425532
35341,7.7327,7.984,7.6438,7.4211,7.366,7.3603,10.1742,11.1742,7.83673469387755
35365,7.6034,7.9009,7.4394,7.3405,7.2772,7.2871,10.1742,11.1742,3.91111111111111
35387,7.4412,7.8132,7.2721,7.2508,7.1932,7.1951,10.1742,11.1742,1
35409,7.5936,7.8001,7.2741,7.2767,7.2147,7.4052,10.1742,11.1742,1
35430,7.6058,7.7837,7.2739,7.2835,7.2316,7.3963,10.1742,11.1742,1
35444,7.6413,7.8516,7.2883,7.3531,7.2696,7.4129,10.1742,11.1742,1
35465,7.7665,7.9971,8.0531,7.5807,7.4842,7.5436,10.1742,11.1742,1
35488,7.8344,8.0094,8.0601,7.5911,7.4997,7.5555,10.1742,11.1742,1
35509,7.9179,8.0331,8.0648,7.6047,7.5141,7.5608,10.1742,11.1742,1
35534,8.004,8.0979,8.0701,7.635,7.5414,7.581,10.1742,11.1742,1
35553,8.1024,8.3833,8.0932,7.7346,7.6711,7.6702,10.1742,11.1742,1
35580,8.3836,8.6079,8.7313,8.1073,7.9536,8.1227,10.1742,11.1742,1
35597,8.5213,9.089,8.9032,8.3417,8.4768,8.2237,10.1742,11.1742,1
35619,8.5724,9.1356,9.0528,8.365,8.4911,8.232,10.1742,11.1742,1
35642,8.5959,9.1528,9.0714,8.374,8.4853,8.2375,10.1742,11.1742,1
35663,8.5961,9.1501,9.0734,8.3523,8.4648,8.2234,10.1742,11.1742,1
35685,8.5949,9.1475,9.0766,8.3425,8.4347,8.1865,10.1742,11.1742,1
35708,8.5819,9.1472,9.0945,8.3366,8.434,8.1738,10.1742,11.1742,1
35729,8.2108,8.9214,8.0024,8.04,7.8757,7.6387,10.1742,11.1742,1
35751,7.7436,8.0512,7.6567,7.6465,7.7375,7.5813,10.1742,11.1742,1
35773,7.6274,7.6501,7.5294,7.6415,7.6888,7.5858,10.1742,11.1742,1
35795,7.4718,7.4524,7.3912,7.6224,7.6317,7.5916,10.1742,11.1742,1
35817,7.4388,7.3733,7.367,7.5907,7.6153,7.5994,10.1742,11.1742,1
35839,7.4076,7.3212,7.3627,7.5646,7.5925,7.6035,10.1742,11.1742,1
35861,7.3957,7.285,7.3267,7.5179,7.5714,7.5914,10.1742,11.1742,1
35884,7.397,7.2975,7.3161,7.5008,7.5658,7.5716,10.1742,11.1742,1
35906,7.3983,7.3129,7.3121,7.4864,7.5586,7.5566,10.1742,11.1742,1
35927,7.4238,7.3929,7.3148,7.4963,7.5652,7.5589,10.1742,11.1742,1
35949,7.468,7.5525,7.3209,7.5035,7.5714,7.5643,10.1742,11.1742,1
35971,7.5086,7.6089,7.3353,7.5199,7.5793,7.5588,10.1742,11.1742,1
35993,7.5492,7.6328,7.3543,7.5246,7.6039,7.5642,10.1742,11.1742,1
36015,7.5982,7.6322,7.3752,7.5321,7.6225,7.5645,10.1742,11.1742,1
36037,7.57,7.63,7.4149,7.5307,7.6249,7.5558,10.1742,11.1742,1
36062,7.5473,7.6404,7.4374,7.5275,7.613,7.5257,10.1742,11.1742,1
36085,7.5374,7.6508,7.4827,7.5273,7.6088,7.5066,10.1742,11.1742,1
36103,7.5698,7.6731,7.5496,7.535,7.6174,7.4968,10.1742,11.1742,1
36125,7.5762,7.7179,7.6155,7.5468,7.6263,7.4832,10.1742,11.1742,1
36149,7.5747,7.7826,7.6592,7.5483,7.6241,7.4817,10.1742,11.1742,1
36174,7.5472,7.7836,7.6592,7.5177,7.5946,7.4751,10.1742,11.1742,1
36192,7.5215,7.7897,7.6594,7.5103,7.571,7.4529,10.1742,11.1742,1
36213,7.5078,7.7856,7.6594,7.5049,7.5457,7.4416,10.1742,11.1742,1
36236,7.494,7.7641,7.6594,7.4742,7.5334,7.4346,10.1742,11.1742,1
36260,7.4832,7.7344,7.6594,7.4699,7.5293,7.4429,10.1742,11.1742,1
36281,7.4711,7.6886,7.4211,7.4561,7.462,7.4438,10.1742,11.1742,1
36302,7.4573,7.6673,7.3862,7.4482,7.4468,7.4367,10.1742,11.1742,1
36323,7.4536,7.667,7.3796,7.4443,7.4441,7.4345,10.1742,11.1742,1
36346,7.4558,7.673,7.3775,7.4362,7.4438,7.4357,10.1742,11.1742,1
36367,7.4586,7.6848,7.3818,7.4236,7.4469,7.4343,10.1742,11.1742,1
36392,7.4604,7.7126,7.4092,7.4302,7.4468,7.4449,10.1742,11.1742,1
36414,7.4673,7.7196,7.4628,7.4491,7.4548,7.4545,10.1742,11.1742,1
36435,7.4689,7.7236,7.4799,7.4625,7.4883,7.4616,10.1742,11.1742,1
36458,7.4777,7.7363,7.5368,7.4844,7.4941,7.4632,10.1742,11.1742,1
36482,7.5184,7.7463,7.5639,7.4947,7.4946,7.4691,10.1742,11.1742,1
36499,7.5601,7.7735,7.5836,7.5017,7.4903,7.4746,10.1742,11.1742,1
36524,7.5823,7.8524,7.7152,7.5511,7.5116,7.5812,10.1742,11.1742,1
36543,7.6265,8.0041,7.7786,7.7042,7.7614,7.5892,10.1742,11.1742,1
36569,7.5597,8.0148,7.779,7.6822,7.7604,7.5745,10.1742,11.1742,1
36587,7.5464,8.0275,7.7728,7.6574,7.7517,7.5435,10.1742,11.1742,1
36612,7.5202,8.0435,7.7753,7.6505,7.7496,7.5291,10.1742,11.1742,1
36634,7.4873,8.0465,7.7712,7.6468,7.7449,7.5184,10.1742,11.1742,1
36656,7.4612,7.9751,7.7493,7.6283,7.7195,7.5025,10.1742,11.1742,1
36680,7.4193,7.9507,7.6776,7.6088,7.6601,7.4834,10.1742,11.1742,1
36697,7.3861,7.9388,7.5859,7.5866,7.6122,7.487,10.1742,11.1742,1
36719,7.3349,7.6991,7.1273,7.532,7.497,7.4882,10.1742,11.1742,1
36741,7.3353,7.6882,7.1187,7.5316,7.498,7.4876,10.1742,11.1742,1
36763,7.3734,7.7288,7.134,7.557,7.5214,7.5019,10.1742,11.1742,1
36785,7.5198,7.8578,7.2067,7.6002,7.5601,7.5258,10.1742,11.1742,1
36807,7.8853,8.1301,7.899,8.0921,7.7335,8.1039,10.1742,11.1742,1
36836,7.9597,8.1965,8.0268,8.1474,7.8012,8.1784,10.1742,11.1742,1
36855,7.9246,8.186,8.0416,7.8861,7.8012,7.8156,10.1742,11.1742,1
36874,7.9256,8.1905,8.2184,7.9053,7.8018,7.8359,10.1742,11.1742,1
36897,7.899,8.1922,8.2239,7.8869,7.807,7.8409,10.1742,11.1742,1
36917,7.8576,8.1834,8.2121,7.8734,7.8052,7.8494,10.1742,11.1742,1
36940,7.7361,8.1549,8.1847,7.8183,7.7772,7.8418,10.1742,11.1742,1
36963,7.534,8.0575,8.1305,7.7415,7.7334,7.8206,10.1742,11.1742,1
36985,7.3792,7.5675,7.7257,7.6584,7.7053,7.6605,10.1742,11.1742,1
37006,7.335,7.2246,7.1856,7.503,7.6419,7.6203,10.1742,11.1742,1
37027,7.3351,7.1844,7.1788,7.4859,7.5949,7.6104,10.1742,11.1742,1
37049,7.3348,7.1909,7.1661,7.4762,7.5781,7.6303,10.1742,11.1742,1
37071,7.3086,7.1948,7.1728,7.4863,7.582,7.6338,10.1742,11.1742,1
37093,7.3249,7.2027,7.1866,7.5115,7.5995,7.5882,10.1742,11.1742,1
37116,7.4715,7.2585,7.3126,7.5709,7.6098,7.589,10.1742,11.1742,1
37139,7.5087,7.9318,8.0017,7.6093,7.6267,7.6279,10.1742,11.1742,1
37160,7.5518,8.0432,8.0329,7.716,7.6517,7.6283,10.1742,11.1742,1
37189,8.0074,8.0545,8.0449,7.7545,7.7198,7.634,10.1742,11.1742,1
37208,8.1309,8.0558,8.0353,7.7518,7.7404,7.6208,10.1742,11.1742,1
37226,8.1076,8.0581,8.0242,7.7383,7.7461,7.5778,10.1742,11.1742,1
37254,8.1337,8.0825,8.0335,7.7161,7.7623,7.5384,10.1742,11.1742,1
37279,7.2963,7.2065,6.9173,7.1828,7.2006,7.4043,10.1742,11.1742,1
37296,7.1565,7.1196,6.9173,7.1795,7.191,7.3596,10.1742,11.1742,1
37318,7.152,7.1121,6.9173,7.1446,7.1929,7.31,10.1742,11.1742,1
37337,7.1391,7.1111,6.9173,7.1825,7.1757,7.2898,10.1742,11.1742,1
37359,7.1367,7.1093,6.9173,7.2162,7.1759,7.2816,10.1742,11.1742,1
37384,7.1314,7.1101,6.9173,7.2271,7.1713,7.2743,10.1742,11.1742,1
37411,7.1309,7.104,6.9173,7.2426,7.1737,7.2755,10.1742,11.1742,1
37429,7.1393,7.1031,7.0154,7.2546,7.1903,7.2788,10.1742,11.1742,1
37448,7.1597,7.104,7.0712,7.2633,7.2378,7.292,10.1742,11.1742,1
37467,7.1594,7.1046,7.1388,7.3054,7.2936,7.3398,10.1742,11.1742,1
37495,7.1583,7.1044,7.187,7.3817,7.4041,7.4008,10.1742,11.1742,1
37512,7.2174,7.1048,7.2673,7.4922,7.4341,7.4312,10.1742,11.1742,1
37538,7.2278,7.1045,7.2734,7.4821,7.4228,7.4265,10.1742,11.1742,1
37555,7.2825,7.1112,7.2882,7.4877,7.4311,7.4341,10.1742,11.1742,1
37578,7.2997,7.115,7.3292,7.5022,7.4441,7.4561,10.1742,11.1742,1
37599,7.3979,7.1212,7.4642,7.5165,7.4535,7.4748,10.1742,11.1742,1
37630,7.4105,7.1145,7.49,7.5276,7.4614,7.5014,10.1742,11.1742,1
37652,7.4327,7.2682,7.5585,7.5598,7.4774,7.5842,10.1742,11.1742,1
37668,7.4725,7.7488,7.5732,7.5783,7.6707,7.5965,10.1742,11.1742,1
37687,7.4925,7.8139,7.6595,7.5934,7.6882,7.5989,10.1742,11.1742,1
37709,7.5078,7.8179,7.6712,7.5919,7.7047,7.5921,10.1742,11.1742,1
37731,7.5078,7.8191,7.6987,7.5994,7.6944,7.5757,10.1742,11.1742,1
37753,7.5034,7.8171,7.701,7.5984,7.605,7.5615,10.1742,11.1742,1
37778,7.5011,7.8133,7.7102,7.5895,7.5653,7.5141,10.1742,11.1742,1
37797,7.4957,7.7971,7.71,7.5789,7.5517,7.4974,10.1742,11.1742,1
37819,7.4682,7.7701,7.6656,7.5807,7.5322,7.4877,10.1742,11.1742,1
37847,7.4168,7.6906,7.6205,7.657,7.5107,7.4862,10.1742,11.1742,1
37868,7.3838,7.6487,7.5769,7.5623,7.479,7.4853,10.1742,11.1742,1
37889,7.3595,7.5813,7.4836,7.5389,7.4741,7.4863,10.1742,11.1742,1
37912,7.3385,7.5267,7.4693,7.5381,7.471,7.475,10.1742,11.1742,1
37935,7.3336,7.5229,7.4705,7.5535,7.4692,7.4815,10.1742,11.1742,1
37959,7.3119,7.5296,7.478,7.5525,7.4697,7.4947,10.1742,11.1742,1
37978,7.3107,7.542,7.478,7.562,7.4772,7.5005,10.1742,11.1742,1
37998,7.325,7.5483,7.4866,7.5625,7.4945,7.5075,10.1742,11.1742,1
38020,7.3273,7.5476,7.4858,7.5629,7.5036,7.5134,10.1742,11.1742,1
38041,7.3624,7.5935,7.5152,7.5713,7.5127,7.5119,10.1742,11.1742,1
38062,7.7525,7.631,7.554,7.5743,7.5162,7.5062,10.1742,11.1742,1
38083,7.791,7.6335,7.5372,7.5642,7.5109,7.4897,10.1742,11.1742,1
38105,7.6275,7.6384,7.5355,7.5646,7.5112,7.4881,10.1742,11.1742,1
38132,7.5473,7.6378,7.5297,7.5713,7.5184,7.483,10.1742,11.1742,1
38158,7.4951,7.6475,7.4288,7.568,7.5211,7.4747,10.1742,11.1742,1
38180,7.4823,7.7287,7.4225,7.5597,7.5335,7.4691,10.1742,11.1742,1
38203,7.5168,7.7717,7.4858,7.5886,7.5581,7.4684,10.1742,11.1742,1
38223,7.5922,7.8338,7.563,7.6164,7.6017,7.469,10.1742,11.1742,1
38243,7.7571,7.917,7.995,7.7066,7.6318,7.4869,10.1742,11.1742,1
38264,7.8887,8.0506,8.0133,7.7349,7.6856,7.5818,10.1742,11.1742,1
38284,7.9057,8.1162,8.0177,7.7371,7.6853,7.5919,10.1742,11.1742,1
38304,7.9062,8.1299,8.018,7.7341,7.6115,7.596,10.1742,11.1742,1
38329,7.8924,8.1094,8.0132,7.7278,7.6052,7.5788,10.1742,11.1742,1
38356,7.4457,7.7291,7.5773,7.6216,7.5163,7.5531,10.1742,11.1742,1
38379,7.3356,7.5723,7.4696,7.4868,7.4888,7.5435,10.1742,11.1742,1
38396,7.3403,7.5461,7.4646,7.5043,7.4847,7.5783,10.1742,11.1742,1
38422,7.3746,7.5839,7.4833,7.651,7.4966,7.5855,10.1742,11.1742,1
38445,7.3932,7.5765,7.5604,7.6503,7.5118,7.5849,10.1742,11.1742,1
38466,7.3894,7.5136,7.5507,7.6079,7.5085,7.5757,10.1742,11.1742,1
38486,7.3734,7.4952,7.5147,7.5798,7.4982,7.5659,10.1742,11.1742,1
38510,7.3731,7.5071,7.5182,7.5797,7.5119,7.5808,10.1742,11.1742,1
38528,7.3772,7.5085,7.5131,7.5713,7.5128,7.5758,10.1742,11.1742,1
38549,7.3799,7.5059,7.4954,7.5462,7.5121,7.5627,10.1742,11.1742,1
38576,7.3839,7.5035,7.3453,7.507,7.5111,7.5642,10.1742,11.1742,1
38589,7.3886,7.5077,7.3226,7.5007,7.4967,7.5669,10.1742,11.1742,1
38615,7.3836,7.5268,7.3123,7.5136,7.4882,7.6757,10.1742,11.1742,1
38634,7.3132,7.4036,7.2956,7.4614,7.3113,7.3327,10.1742,11.1742,1
38655,7.2989,7.3769,7.2968,7.4552,7.2697,7.3124,10.1742,11.1742,1
38677,7.2995,7.347,7.3004,7.3008,7.2609,7.3049,10.1742,11.1742,1
38704,7.296,7.334,7.3013,7.2577,7.2533,7.2619,10.1742,11.1742,1
38728,7.2961,7.2007,7.2911,7.2316,7.2465,7.2785,10.1742,11.1742,1
38752,7.3098,7.1728,7.3018,7.24,7.2527,7.2841,10.1742,11.1742,1
38775,7.3055,7.1603,7.2924,7.2328,7.261,7.2875,10.1742,11.1742,1
38792,7.3001,7.2208,7.2855,7.2603,7.2639,7.2989,10.1742,11.1742,1
38812,7.3047,7.2686,7.2886,7.3337,7.2708,7.3122,10.1742,11.1742,1
38838,7.3272,7.3634,7.3865,7.4075,7.3319,7.3479,10.1742,11.1742,1
38860,7.3609,7.499,7.609,7.4508,7.4163,7.3968,10.1742,11.1742,1
38879,7.407,7.6041,7.6656,7.506,7.516,7.3932,10.1742,11.1742,1
38903,7.4376,7.6082,7.6949,7.5364,7.5287,7.3887,10.1742,11.1742,1
38928,7.4391,7.6063,7.6655,7.5276,7.528,7.3918,10.1742,11.1742,1
38949,7.4295,7.6025,7.6327,7.5307,7.5244,7.4028,10.1742,11.1742,1
38969,7.4156,7.3288,7.1896,7.4765,7.5064,7.3918,10.1742,11.1742,1
38985,7.3898,7.2966,7.185,7.4329,7.4973,7.3761,10.1742,11.1742,1
39007,7.3563,7.2988,7.1879,7.4138,7.4916,7.3665,10.1742,11.1742,1
39031,7.3567,7.3147,7.3165,7.3955,7.4844,7.3601,10.1742,11.1742,1
39058,7.3613,7.3382,7.3277,7.3976,7.4821,7.3519,10.1742,11.1742,1
39083,7.3832,7.3641,7.4208,7.4385,7.479,7.3538,10.1742,11.1742,1
39102,7.4834,7.4255,7.4926,7.4728,7.4902,7.3583,10.1742,11.1742,1
39123,7.5828,7.6019,7.7764,7.5046,7.532,7.3945,10.1742,11.1742,1
39149,7.6394,7.6586,8.0341,7.5303,7.5783,7.4805,10.1742,11.1742,1
39166,7.7498,7.7724,8.1581,7.6348,7.6061,7.6085,10.1742,11.1742,1
39183,7.9323,8.5249,8.3443,7.8502,7.6752,7.7391,10.1742,11.1742,1
39206,8.085,8.5302,8.3743,7.9277,7.7883,7.7994,10.1742,11.1742,1
39228,8.1775,8.5288,8.3737,7.9481,7.8046,7.8036,10.1742,11.1742,1
39252,8.2222,8.5421,8.3732,7.9555,7.8149,7.8032,10.1742,11.1742,1
39277,8.2492,8.5474,8.3709,7.9582,7.8249,7.8032,10.1742,11.1742,1
39298,8.2652,8.5534,8.3684,7.935,7.8305,7.7986,10.1742,11.1742,1
39323,8.2668,8.554,8.3782,7.9423,7.8459,7.7946,10.1742,11.1742,1
39342,8.2669,8.5551,8.3914,7.9731,7.8515,7.7813,10.1742,11.1742,1
39360,8.2691,8.56,8.3993,8.0271,7.8511,7.7814,10.1742,11.1742,1
39382,8.2717,8.5631,8.4062,8.0479,7.8258,7.7704,10.1742,11.1742,1
39403,8.2576,8.5435,8.4067,8.0466,7.7885,7.7104,10.1742,11.1742,1
39432,7.336,7.2082,7.3694,7.2747,7.3361,7.4643,10.1742,11.1742,1
39450,7.3342,7.2106,7.3945,7.2736,7.3343,7.4433,10.1742,11.1742,1
39470,7.2916,7.1662,7.1836,7.2617,7.3102,7.3996,10.1742,11.1742,1
39491,7.3304,7.1707,7.1867,7.2637,7.3178,7.4158,10.1742,11.1742,1
39513,7.3357,7.1797,7.1803,7.2733,7.3064,7.426,10.1742,11.1742,1
39537,7.4122,7.2387,7.2401,7.2751,7.3047,7.436,10.1742,11.1742,1
39560,8.044,8.2634,8.2458,7.8099,7.743,7.659,10.1742,11.1742,1
39584,8.0474,8.2824,8.2463,7.8116,7.7467,7.6719,10.1742,11.1742,1
39601,8.0405,8.2638,8.2276,7.8098,7.745,7.6673,10.1742,11.1742,1
39626,7.8083,7.9865,7.9149,7.696,7.5042,7.6037,10.1742,11.1742,1
39652,7.6376,7.762,7.8592,7.5536,7.4363,7.5501,10.1742,11.1742,1
39676,7.5987,7.7641,7.8505,7.5551,7.4332,7.5255,10.1742,11.1742,1
39694,7.5921,7.8305,7.8476,7.5529,7.435,7.5185,10.1742,11.1742,1
39711,7.594,7.8656,7.8154,7.5517,7.4372,7.5107,10.1742,11.1742,1
39733,7.5921,7.8669,7.8023,7.552,7.4358,7.5058,10.1742,11.1742,1
39760,7.5921,7.8514,7.7718,7.5415,7.4315,7.4754,10.1742,11.1742,1
39786,7.5945,7.8381,7.7651,7.5294,7.428,7.4692,10.1742,11.1742,1
39808,7.6021,7.838,7.7541,7.5276,7.4228,7.4671,10.1742,11.1742,1
39824,7.6246,7.8435,7.7535,7.5302,7.4368,7.4765,10.1742,11.1742,1
39845,7.6178,7.8459,7.7505,7.5296,7.4439,7.4747,10.1742,11.1742,1
39865,7.6164,7.8456,7.7218,7.5187,7.4391,7.4685,10.1742,11.1742,1
39888,7.6142,7.8462,7.7038,7.5176,7.4227,7.4589,10.1742,11.1742,1
39916,7.6039,7.8454,7.6995,7.518,7.4095,7.4534,10.1742,11.1742,1
39932,7.5976,7.8485,7.6985,7.5137,7.4069,7.4587,10.1742,11.1742,1
39954,7.5913,7.8578,7.6972,7.5075,7.4166,7.4608,10.1742,11.1742,1
39976,7.591,7.867,7.6998,7.5067,7.4222,7.4563,10.1742,11.1742,1
40000,7.5993,7.8685,7.7195,7.5063,7.4187,7.4491,10.1742,11.1742,1
40021,7.6276,7.8808,7.7636,7.5018,7.4411,7.4604,10.1742,11.1742,1
40042,7.8724,7.9299,8.0963,7.6127,7.5469,7.5045,10.1742,11.1742,1
40066,7.9981,8.1097,8.1109,7.6878,7.6242,7.5248,10.1742,11.1742,1
40086,8.021,8.1589,8.1096,7.7009,7.6307,7.5256,10.1742,11.1742,1
40110,8.1092,8.5475,8.1162,7.6895,7.6385,7.5502,10.1742,11.1742,1
40134,9.0162,9.2573,9.166,8.7351,8.3266,8.4495,10.1742,11.1742,1
40159,9.0223,9.2736,9.1669,8.7259,8.3259,8.4337,10.1742,11.1742,1
40178,9.0015,9.2665,9.1689,8.6931,8.3043,8.4121,10.1742,11.1742,1
40203,8.922,9.1847,9.1387,8.456,8.1773,8.3003,10.1742,11.1742,1
40226,8.4665,8.5231,8.2364,7.6751,7.5963,7.6131,10.1742,11.1742,1
40243,7.9399,8.3505,8.0963,7.5733,7.4987,7.576,10.1742,11.1742,1
40262,7.9521,8.3378,8.0893,7.58,7.4982,7.5748,10.1742,11.1742,1
40283,7.9433,8.316,8.0841,7.5787,7.4791,7.5615,10.1742,11.1742,1
40305,7.8616,8.2524,8.079,7.5746,7.4772,7.5485,10.1742,11.1742,1
40328,7.8196,8.2329,8.08,7.5627,7.4468,7.5203,10.1742,11.1742,1
40353,7.7696,8.1685,8.033,7.5542,7.4199,7.5057,10.1742,11.1742,1
40374,7.7418,8.1444,7.9025,7.5186,7.4168,7.4813,10.1742,11.1742,1
40397,7.5699,8.1092,7.7484,7.4184,7.3996,7.3692,10.1742,11.1742,1
40415,7.5349,8.1032,7.7416,7.4321,7.3908,7.3608,10.1742,11.1742,1
40437,7.508,8.109,7.7524,7.4518,7.3908,7.3578,10.1742,11.1742,1
40460,7.5424,8.1124,7.783,7.5092,7.4091,7.3582,10.1742,11.1742,1
40482,7.5759,8.1281,7.8116,7.5289,7.4362,7.3772,10.1742,11.1742,1
40508,7.6014,8.1576,7.8821,7.5309,7.4466,7.3685,10.1742,11.1742,1
40532,7.6289,8.1635,7.8976,7.5306,7.443,7.3652,10.1742,11.1742,1
40554,7.6878,8.1879,7.9034,7.5404,7.4411,7.3689,10.1742,11.1742,1
40576,7.7425,8.239,7.9461,7.5794,7.4541,7.3842,10.1742,11.1742,1
40594,7.821,8.3065,8.0529,7.6713,7.5017,7.4242,10.1742,11.1742,1
40614,8.032,8.3722,8.28,7.8533,7.6837,7.635,10.1742,11.1742,1
40638,8.079,8.3987,8.3209,7.8993,7.7,7.9177,10.1742,11.1742,1
40665,8.0788,8.4063,8.2921,7.8961,7.6762,7.8832,10.1742,11.1742,1
40679,8.0804,8.4003,8.2315,7.883,7.6612,7.8233,10.1742,11.1742,1
40701,8.0783,8.398,8.2247,7.8697,7.6371,7.6531,10.1742,11.1742,1
40723,8.0435,8.3758,8.2028,7.8542,7.6201,7.5956,10.1742,11.1742,1
40751,7.9984,8.1872,8.1798,7.7882,7.605,7.5665,10.1742,11.1742,1
40769,7.7755,8.0412,7.8691,7.6073,7.5759,7.4817,10.1742,11.1742,1
40789,7.6919,7.9741,7.7868,7.563,7.5652,7.4602,10.1742,11.1742,1
